,video_file,anchor,sample1,sample2,selected
866,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(207886, 208006)","(99083, 99203)","(408754, 408874)",2
867,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(212811, 212931)","(177766, 177886)","(176582, 176702)",2
868,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(201904, 202024)","(301431, 301551)","(399318, 399438)",0
869,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(150584, 150704)","(130268, 130388)","(43339, 43459)",0
870,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(261929, 262049)","(383993, 384113)","(13173, 13293)",0
871,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(86055, 86175)","(7276, 7396)","(457670, 457790)",1
872,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(445506, 445626)","(342125, 342245)","(30381, 30501)",0
873,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(236750, 236870)","(35252, 35372)","(326023, 326143)",0
874,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(106774, 106894)","(215672, 215792)","(344793, 344913)",0
875,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(107893, 108013)","(76614, 76734)","(42752, 42872)",1
876,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(39387, 39507)","(52855, 52975)","(378305, 378425)",0
877,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(28433, 28553)","(199400, 199520)","(114441, 114561)",2
878,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(418099, 418219)","(167368, 167488)","(168060, 168180)",1
879,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(198276, 198396)","(466086, 466206)","(462329, 462449)",1
880,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(412501, 412621)","(349026, 349146)","(24272, 24392)",0
881,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(91581, 91701)","(252550, 252670)","(129261, 129381)",1
882,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(49264, 49384)","(407537, 407657)","(436457, 436577)",0
883,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(120128, 120248)","(442707, 442827)","(223429, 223549)",1
884,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(416246, 416366)","(480149, 480269)","(332241, 332361)",1
885,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(291669, 291789)","(131355, 131475)","(394585, 394705)",0
886,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(149529, 149649)","(162259, 162379)","(144601, 144721)",0
887,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(79093, 79213)","(17720, 17840)","(134289, 134409)",0
888,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(93912, 94032)","(411221, 411341)","(103614, 103734)",0
889,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(51850, 51970)","(259990, 260110)","(305976, 306096)",0
890,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(335998, 336118)","(323589, 323709)","(28629, 28749)",0
891,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(350515, 350635)","(64305, 64425)","(258989, 259109)",0
892,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(235324, 235444)","(282853, 282973)","(224747, 224867)",1
893,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(222605, 222725)","(178369, 178489)","(291015, 291135)",0
894,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(377559, 377679)","(28450, 28570)","(27044, 27164)",0
895,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(185778, 185898)","(456021, 456141)","(214327, 214447)",0
896,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(224538, 224658)","(365595, 365715)","(302507, 302627)",1
897,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(232296, 232416)","(384657, 384777)","(225354, 225474)",0
898,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(305907, 306027)","(262571, 262691)","(487428, 487548)",0
899,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(130256, 130376)","(356322, 356442)","(356920, 357040)",0
900,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(192989, 193109)","(433606, 433726)","(437057, 437177)",0
901,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(207263, 207383)","(54121, 54241)","(450613, 450733)",1
902,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(45566, 45686)","(460042, 460162)","(351602, 351722)",2
903,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(280281, 280401)","(381645, 381765)","(66836, 66956)",0
904,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(203837, 203957)","(247562, 247682)","(319371, 319491)",0
905,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(46087, 46207)","(291758, 291878)","(17575, 17695)",2
906,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(250066, 250186)","(401853, 401973)","(100641, 100761)",0
907,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(126823, 126943)","(54203, 54323)","(119221, 119341)",0
908,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(449953, 450073)","(495395, 495515)","(377808, 377928)",0
909,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(101758, 101878)","(370180, 370300)","(210950, 211070)",0
910,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(350791, 350911)","(397866, 397986)","(65377, 65497)",0
911,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(3475, 3595)","(174060, 174180)","(83439, 83559)",0
912,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(17498, 17618)","(17204, 17324)","(307814, 307934)",0
913,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(156824, 156944)","(222210, 222330)","(309773, 309893)",1
914,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(3216, 3336)","(330438, 330558)","(450195, 450315)",0
915,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(451852, 451972)","(484230, 484350)","(76517, 76637)",0
916,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(235469, 235589)","(12574, 12694)","(261774, 261894)",0
917,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(24889, 25009)","(482031, 482151)","(439682, 439802)",2
918,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(269977, 270097)","(386078, 386198)","(332967, 333087)",1
919,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(461593, 461713)","(290518, 290638)","(423607, 423727)",0
920,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(141913, 142033)","(144893, 145013)","(396877, 396997)",0
921,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(138374, 138494)","(21557, 21677)","(27636, 27756)",2
922,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(97056, 97176)","(279563, 279683)","(335139, 335259)",2
923,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(234925, 235045)","(326838, 326958)","(205076, 205196)",2
924,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(401950, 402070)","(80031, 80151)","(217781, 217901)",0
925,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(256334, 256454)","(449278, 449398)","(126475, 126595)",0
926,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(321850, 321970)","(223115, 223235)","(229530, 229650)",0
927,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(242748, 242868)","(25620, 25740)","(436991, 437111)",0
928,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(344975, 345095)","(437344, 437464)","(455298, 455418)",2
929,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(108983, 109103)","(446440, 446560)","(425487, 425607)",2
930,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(314944, 315064)","(402520, 402640)","(401818, 401938)",0
931,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(222099, 222219)","(287450, 287570)","(172948, 173068)",0
932,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(353714, 353834)","(9597, 9717)","(359779, 359899)",0
933,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(426949, 427069)","(93476, 93596)","(20769, 20889)",0
934,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(364673, 364793)","(138390, 138510)","(391124, 391244)",0
935,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(419813, 419933)","(420227, 420347)","(265318, 265438)",0
936,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(88423, 88543)","(36085, 36205)","(22911, 23031)",1
937,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(415121, 415241)","(434253, 434373)","(466900, 467020)",2
938,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(346751, 346871)","(235733, 235853)","(489421, 489541)",2
939,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(139582, 139702)","(316349, 316469)","(432862, 432982)",2
940,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(464618, 464738)","(447459, 447579)","(230175, 230295)",1
941,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(299182, 299302)","(424851, 424971)","(307977, 308097)",0
942,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(437522, 437642)","(233892, 234012)","(331597, 331717)",0
943,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(254156, 254276)","(211115, 211235)","(237003, 237123)",0
944,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(76131, 76251)","(410569, 410689)","(56920, 57040)",0
945,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(327061, 327181)","(112207, 112327)","(245592, 245712)",1
946,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(320882, 321002)","(99385, 99505)","(101316, 101436)",0
947,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(133477, 133597)","(474082, 474202)","(60415, 60535)",0
948,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(202746, 202866)","(430818, 430938)","(197925, 198045)",1
949,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(41641, 41761)","(461344, 461464)","(82966, 83086)",2
950,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(400017, 400137)","(17128, 17248)","(137427, 137547)",2
951,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(306458, 306578)","(491320, 491440)","(308110, 308230)",0
952,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(107346, 107466)","(104402, 104522)","(350850, 350970)",0
953,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(364343, 364463)","(462867, 462987)","(345756, 345876)",0
954,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(265578, 265698)","(360461, 360581)","(79931, 80051)",0
955,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(157900, 158020)","(2423, 2543)","(447532, 447652)",0
956,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(252012, 252132)","(150523, 150643)","(249444, 249564)",1
957,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(245175, 245295)","(231096, 231216)","(134592, 134712)",0
958,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(138678, 138798)","(112278, 112398)","(458263, 458383)",0
959,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(122918, 123038)","(186485, 186605)","(238860, 238980)",2
960,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(176382, 176502)","(160881, 161001)","(464281, 464401)",2
961,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(272290, 272410)","(397616, 397736)","(386189, 386309)",0
962,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(153237, 153357)","(390914, 391034)","(436576, 436696)",0
963,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(20468, 20588)","(476646, 476766)","(247403, 247523)",1
964,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(176450, 176570)","(434779, 434899)","(339442, 339562)",0
965,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(168425, 168545)","(187062, 187182)","(274696, 274816)",0
966,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(188269, 188389)","(226837, 226957)","(324333, 324453)",0
967,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(203111, 203231)","(57078, 57198)","(417835, 417955)",0
968,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(194945, 195065)","(154790, 154910)","(104259, 104379)",2
969,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(452172, 452292)","(358487, 358607)","(234000, 234120)",0
970,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(248447, 248567)","(405796, 405916)","(239531, 239651)",2
971,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(49464, 49584)","(371070, 371190)","(157556, 157676)",1
972,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(208566, 208686)","(6692, 6812)","(250346, 250466)",0
973,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(202461, 202581)","(219085, 219205)","(78268, 78388)",0
974,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(87327, 87447)","(6223, 6343)","(292907, 293027)",0
975,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(17967, 18087)","(210693, 210813)","(65609, 65729)",2
976,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(9005, 9125)","(382538, 382658)","(286890, 287010)",0
977,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(37058, 37178)","(159215, 159335)","(118642, 118762)",0
978,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(487543, 487663)","(442555, 442675)","(273659, 273779)",1
979,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(424798, 424918)","(1996, 2116)","(187288, 187408)",2
980,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(390680, 390800)","(444758, 444878)","(285288, 285408)",0
981,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(340580, 340700)","(490265, 490385)","(289559, 289679)",0
982,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(110918, 111038)","(103715, 103835)","(61712, 61832)",0
983,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(331999, 332119)","(65058, 65178)","(98516, 98636)",1
984,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(291178, 291298)","(432961, 433081)","(224086, 224206)",0
985,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(83237, 83357)","(446880, 447000)","(338294, 338414)",0
986,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(218573, 218693)","(98795, 98915)","(22911, 23031)",2
987,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(147964, 148084)","(154750, 154870)","(246546, 246666)",2
988,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(344749, 344869)","(383002, 383122)","(225000, 225120)",0
989,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(127401, 127521)","(41831, 41951)","(490238, 490358)",1
990,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(45942, 46062)","(283548, 283668)","(402822, 402942)",0
991,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(400641, 400761)","(308025, 308145)","(375222, 375342)",2
992,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(441412, 441532)","(13911, 14031)","(184380, 184500)",0
993,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(474047, 474167)","(309630, 309750)","(389540, 389660)",0
994,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(115370, 115490)","(357370, 357490)","(90986, 91106)",0
995,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(399847, 399967)","(213932, 214052)","(103639, 103759)",0
996,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(197534, 197654)","(328265, 328385)","(18045, 18165)",2
997,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(174338, 174458)","(191525, 191645)","(410994, 411114)",0
998,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(92369, 92489)","(153682, 153802)","(104020, 104140)",0
999,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(376877, 376997)","(417049, 417169)","(139030, 139150)",0
1000,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(302653, 302773)","(150601, 150721)","(326576, 326696)",0
1001,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(394684, 394804)","(9531, 9651)","(446318, 446438)",2
1002,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(271526, 271646)","(268366, 268486)","(399356, 399476)",0
1003,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(311830, 311950)","(198900, 199020)","(67808, 67928)",0
1004,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(124602, 124722)","(42086, 42206)","(245869, 245989)",1
1005,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(152785, 152905)","(72703, 72823)","(306857, 306977)",0
1006,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(212075, 212195)","(65777, 65897)","(332823, 332943)",0
1007,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(407051, 407171)","(346250, 346370)","(308994, 309114)",0
1008,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(446100, 446220)","(151778, 151898)","(297165, 297285)",1
1009,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(213006, 213126)","(388574, 388694)","(215063, 215183)",0
1010,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(424280, 424400)","(462821, 462941)","(270382, 270502)",0
1011,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(494956, 495076)","(379806, 379926)","(393640, 393760)",0
1012,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(217628, 217748)","(484907, 485027)","(406045, 406165)",0
1013,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(244061, 244181)","(260463, 260583)","(296302, 296422)",2
1014,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(42007, 42127)","(457066, 457186)","(72892, 73012)",0
1015,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(94172, 94292)","(129245, 129365)","(162475, 162595)",0
1016,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(28195, 28315)","(29566, 29686)","(201300, 201420)",0
1017,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(235780, 235900)","(336677, 336797)","(320761, 320881)",1
1018,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(449294, 449414)","(3871, 3991)","(404809, 404929)",0
1019,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(406315, 406435)","(51036, 51156)","(406718, 406838)",0
1020,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(216688, 216808)","(356816, 356936)","(253742, 253862)",2
1021,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(152521, 152641)","(242840, 242960)","(369736, 369856)",2
1022,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(35406, 35526)","(372129, 372249)","(64783, 64903)",2
1023,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(8338, 8458)","(301153, 301273)","(109374, 109494)",0
1024,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(469760, 469880)","(224997, 225117)","(193576, 193696)",0
1025,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(298086, 298206)","(54541, 54661)","(101766, 101886)",0
1026,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(6546, 6666)","(82850, 82970)","(15443, 15563)",0
1027,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(285891, 286011)","(440731, 440851)","(68039, 68159)",0
1028,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(9383, 9503)","(51236, 51356)","(397691, 397811)",0
1029,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(374098, 374218)","(217479, 217599)","(288059, 288179)",1
1030,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(323053, 323173)","(152261, 152381)","(487321, 487441)",0
1031,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(199024, 199144)","(251634, 251754)","(214072, 214192)",0
1032,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(321253, 321373)","(377311, 377431)","(117839, 117959)",1
1033,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(123546, 123666)","(436072, 436192)","(208857, 208977)",1
1034,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(233966, 234086)","(253993, 254113)","(177122, 177242)",2
1035,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(171359, 171479)","(406138, 406258)","(35223, 35343)",0
1036,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(174231, 174351)","(404513, 404633)","(410224, 410344)",1
1037,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(437335, 437455)","(372339, 372459)","(81346, 81466)",0
1038,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(442248, 442368)","(187874, 187994)","(458573, 458693)",0
1039,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(187242, 187362)","(468638, 468758)","(194914, 195034)",0
1040,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(106597, 106717)","(37742, 37862)","(352084, 352204)",1
1041,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(432677, 432797)","(21090, 21210)","(99831, 99951)",2
1042,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(210012, 210132)","(142386, 142506)","(410532, 410652)",2
1043,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(37454, 37574)","(41005, 41125)","(332633, 332753)",2
1044,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(336311, 336431)","(478591, 478711)","(20807, 20927)",0
1045,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(95366, 95486)","(51470, 51590)","(477925, 478045)",1
1046,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(158305, 158425)","(458639, 458759)","(227259, 227379)",1
1047,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(259613, 259733)","(52217, 52337)","(311548, 311668)",0
1048,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(147099, 147219)","(293204, 293324)","(66875, 66995)",2
1049,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(174668, 174788)","(40950, 41070)","(119871, 119991)",0
1050,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(161904, 162024)","(339798, 339918)","(277202, 277322)",1
1051,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(467777, 467897)","(315278, 315398)","(316164, 316284)",2
1052,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(380328, 380448)","(236167, 236287)","(228318, 228438)",0
1053,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(329004, 329124)","(204680, 204800)","(278047, 278167)",0
1054,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(248235, 248355)","(408586, 408706)","(78810, 78930)",2
1055,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(136342, 136462)","(444679, 444799)","(336757, 336877)",0
1056,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(251974, 252094)","(143281, 143401)","(140103, 140223)",2
1057,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(172193, 172313)","(305536, 305656)","(166587, 166707)",0
1058,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(156583, 156703)","(387194, 387314)","(52491, 52611)",2
1059,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(296399, 296519)","(250478, 250598)","(50687, 50807)",1
1060,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(55306, 55426)","(387601, 387721)","(309561, 309681)",1
1061,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(403597, 403717)","(321552, 321672)","(464606, 464726)",0
1062,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(445795, 445915)","(295234, 295354)","(294103, 294223)",0
1063,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(305157, 305277)","(276938, 277058)","(347911, 348031)",0
1064,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(494870, 494990)","(464559, 464679)","(485125, 485245)",0
1065,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(433986, 434106)","(40345, 40465)","(337618, 337738)",0
1066,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(210233, 210353)","(94638, 94758)","(192954, 193074)",0
1067,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(72574, 72694)","(483116, 483236)","(491974, 492094)",0
1068,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(251204, 251324)","(142904, 143024)","(425585, 425705)",0
1069,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(115132, 115252)","(265334, 265454)","(259818, 259938)",0
1070,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(10406, 10526)","(148193, 148313)","(263319, 263439)",0
1071,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(61363, 61483)","(182206, 182326)","(316294, 316414)",0
1072,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(151486, 151606)","(358010, 358130)","(154629, 154749)",0
1073,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(41321, 41441)","(117502, 117622)","(304824, 304944)",0
1074,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(472618, 472738)","(457093, 457213)","(6855, 6975)",2
1075,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(334801, 334921)","(69856, 69976)","(116271, 116391)",1
1076,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(145347, 145467)","(200529, 200649)","(230856, 230976)",1
1077,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(95181, 95301)","(300741, 300861)","(111678, 111798)",0
1078,/home/orel/Storage/Data/K6/2020-03-26/Down/0011.MP4,"(379753, 379873)","(198852, 198972)","(464762, 464882)",0
