,video_file,anchor,sample1,sample2,selected
11,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(47896, 47956)","(119790, 119850)","(59525, 59585)",0
12,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(124687, 124747)","(103452, 103512)","(82064, 82124)",2
13,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(129385, 129445)","(187372, 187432)","(112585, 112645)",0
14,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(21147, 21207)","(112404, 112464)","(269491, 269551)",0
15,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(239262, 239322)","(255673, 255733)","(126934, 126994)",0
16,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(14641, 14701)","(71379, 71439)","(14873, 14933)",0
17,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(210423, 210483)","(78943, 79003)","(80387, 80447)",2
18,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(196207, 196267)","(163219, 163279)","(11701, 11761)",0
19,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(55612, 55672)","(105689, 105749)","(179973, 180033)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(124529, 124589)","(82911, 82971)","(107499, 107559)",0
1,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(164873, 164933)","(90062, 90122)","(80443, 80503)",0
2,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(111817, 111877)","(73711, 73771)","(185861, 185921)",0
3,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(247218, 247278)","(51192, 51252)","(72104, 72164)",0
4,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(215536, 215596)","(54803, 54863)","(210565, 210625)",0
5,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(120845, 120905)","(17409, 17469)","(77986, 78046)",0
6,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(119824, 119884)","(183394, 183454)","(264918, 264978)",0
7,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(75493, 75553)","(260408, 260468)","(66766, 66826)",0
8,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(164883, 164943)","(55373, 55433)","(122783, 122843)",0
9,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(48669, 48729)","(19133, 19193)","(3046, 3106)",0
10,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(200, 260)","(121609, 121669)","(73324, 73384)",1
11,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(254783, 254843)","(5526, 5586)","(163678, 163738)",0
12,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(478, 538)","(126332, 126392)","(129605, 129665)",0
13,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(262744, 262804)","(155434, 155494)","(107587, 107647)",0
14,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(72141, 72201)","(11372, 11432)","(127033, 127093)",0
15,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(163241, 163301)","(164084, 164144)","(162491, 162551)",0
16,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(196379, 196439)","(120952, 121012)","(47238, 47298)",0
17,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(255229, 255289)","(262392, 262452)","(266805, 266865)",0
18,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(109264, 109324)","(131374, 131434)","(83967, 84027)",0
19,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(164857, 164917)","(290163, 290223)","(74273, 74333)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(100416, 100476)","(108371, 108431)","(72159, 72219)",0
1,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(270170, 270230)","(23119, 23179)","(67893, 67953)",0
2,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(68317, 68377)","(11826, 11886)","(127219, 127279)",0
3,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(270121, 270181)","(119668, 119728)","(217246, 217306)",0
4,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(109295, 109355)","(108729, 108789)","(48748, 48808)",0
5,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(265128, 265188)","(77986, 78046)","(56327, 56387)",0
6,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(83821, 83881)","(24878, 24938)","(77715, 77775)",1
7,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(54322, 54382)","(268143, 268203)","(292790, 292850)",0
8,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(48148, 48208)","(239, 299)","(26221, 26281)",0
9,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(250311, 250371)","(240588, 240648)","(120906, 120966)",0
10,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(48153, 48213)","(16100, 16160)","(289520, 289580)",0
11,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(218128, 218188)","(268134, 268194)","(271117, 271177)",0
12,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(287920, 287980)","(179141, 179201)","(268155, 268215)",0
13,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(68230, 68290)","(72689, 72749)","(128197, 128257)",0
14,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(54856, 54916)","(185703, 185763)","(77725, 77785)",0
15,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(217364, 217424)","(2891, 2951)","(111475, 111535)",0
16,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(14789, 14849)","(82814, 82874)","(218512, 218572)",1
17,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(196214, 196274)","(266139, 266199)","(264557, 264617)",0
18,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(15140, 15200)","(215466, 215526)","(48309, 48369)",0
19,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(180114, 180174)","(50830, 50890)","(120585, 120645)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(65540, 65600)","(107960, 108020)","(68884, 68944)",0
1,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(77811, 77871)","(273513, 273573)","(105516, 105576)",0
2,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(122907, 122967)","(24325, 24385)","(196675, 196735)",0
3,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(291401, 291461)","(265412, 265472)","(2821, 2881)",0
4,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(107588, 107648)","(196766, 196826)","(16290, 16350)",0
5,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(260098, 260158)","(212292, 212352)","(66980, 67040)",0
6,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(84109, 84169)","(268638, 268698)","(24882, 24942)",0
7,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(128748, 128808)","(111354, 111414)","(125343, 125403)",0
8,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(83684, 83744)","(122431, 122491)","(264771, 264831)",1
9,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(181122, 181182)","(217829, 217889)","(100714, 100774)",1
10,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(66866, 66926)","(111477, 111537)","(83784, 83844)",0
11,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(255728, 255788)","(47189, 47249)","(78073, 78133)",0
12,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(120853, 120913)","(66485, 66545)","(179575, 179635)",0
13,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(127814, 127874)","(23656, 23716)","(176472, 176532)",0
14,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(265060, 265120)","(260334, 260394)","(108796, 108856)",0
15,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(17243, 17303)","(112593, 112653)","(140949, 141009)",0
16,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(179047, 179107)","(68135, 68195)","(22999, 23059)",0
17,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(83702, 83762)","(23006, 23066)","(78122, 78182)",0
18,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(268239, 268299)","(51554, 51614)","(262692, 262752)",0
19,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(108816, 108876)","(54940, 55000)","(120556, 120616)",2
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(217319, 217379)","(68046, 68106)","(59213, 59273)",0
1,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(83798, 83858)","(179303, 179363)","(185925, 185985)",0
2,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(65556, 65616)","(129321, 129381)","(24843, 24903)",0
3,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(212, 272)","(4842, 4902)","(72950, 73010)",0
4,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(163066, 163126)","(54593, 54653)","(270182, 270242)",0
5,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(14641, 14701)","(2756, 2816)","(181776, 181836)",0
6,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(50433, 50493)","(260290, 260350)","(55539, 55599)",0
7,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(122478, 122538)","(83891, 83951)","(67966, 68026)",0
8,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(177954, 178014)","(119544, 119604)","(101696, 101756)",0
9,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(26093, 26153)","(71199, 71259)","(149807, 149867)",0
10,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(218598, 218658)","(162726, 162786)","(181416, 181476)",0
11,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(108765, 108825)","(260366, 260426)","(217838, 217898)",0
12,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(84171, 84231)","(72611, 72671)","(26197, 26257)",0
13,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(55125, 55185)","(52530, 52590)","(15594, 15654)",0
14,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(260918, 260978)","(629, 689)","(196232, 196292)",2
15,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(274759, 274819)","(68974, 69034)","(69365, 69425)",0
16,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(67089, 67149)","(54811, 54871)","(112872, 112932)",0
17,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(54568, 54628)","(212446, 212506)","(77600, 77660)",0
18,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(12454, 12514)","(78002, 78062)","(55585, 55645)",0
19,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(111137, 111197)","(78054, 78114)","(196441, 196501)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-16/Down/0047.MP4,"(122227, 122287)","(74291, 74351)","(21680, 21740)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(80277, 80337)","(139382, 139442)","(7385, 7445)",0
1,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(155473, 155533)","(191691, 191751)","(209506, 209566)",0
2,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(186056, 186116)","(89462, 89522)","(138756, 138816)",2
3,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(201589, 201649)","(2377, 2437)","(119229, 119289)",1
4,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(125359, 125419)","(77227, 77287)","(1911, 1971)",0
5,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(12782, 12842)","(118056, 118116)","(106644, 106704)",0
6,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(155070, 155130)","(5570, 5630)","(125424, 125484)",0
7,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(6498, 6558)","(154926, 154986)","(99744, 99804)",0
8,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(113492, 113552)","(191709, 191769)","(154599, 154659)",0
9,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(125122, 125182)","(89941, 90001)","(123652, 123712)",0
10,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(191912, 191972)","(113758, 113818)","(144336, 144396)",0
11,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(4913, 4973)","(157535, 157595)","(123043, 123103)",2
12,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(11688, 11748)","(80531, 80591)","(77277, 77337)",0
13,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(755, 815)","(1485, 1545)","(124037, 124097)",0
14,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(94011, 94071)","(191911, 191971)","(77359, 77419)",2
15,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(67708, 67768)","(93994, 94054)","(88360, 88420)",0
16,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(201039, 201099)","(6770, 6830)","(88610, 88670)",0
17,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(88994, 89054)","(151537, 151597)","(125406, 125466)",0
18,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(138984, 139044)","(4996, 5056)","(90620, 90680)",0
19,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(138727, 138787)","(191713, 191773)","(191866, 191926)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(88102, 88162)","(125343, 125403)","(4911, 4971)",0
1,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(90928, 90988)","(134628, 134688)","(128552, 128612)",0
2,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(90970, 91030)","(86926, 86986)","(124056, 124116)",0
3,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(101769, 101829)","(157416, 157476)","(119478, 119538)",2
4,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(12637, 12697)","(122830, 122890)","(201608, 201668)",0
5,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(7662, 7722)","(2807, 2867)","(191839, 191899)",0
6,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(113525, 113585)","(1538, 1598)","(131168, 131228)",0
7,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(154298, 154358)","(118869, 118929)","(143196, 143256)",0
8,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(144637, 144697)","(144559, 144619)","(94017, 94077)",0
9,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(194, 254)","(6475, 6535)","(143169, 143229)",1
10,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(132142, 132202)","(124120, 124180)","(80242, 80302)",0
11,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(80234, 80294)","(16729, 16789)","(90993, 91053)",0
12,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(144282, 144342)","(144417, 144477)","(280118, 280178)",2
13,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(77688, 77748)","(151318, 151378)","(190176, 190236)",0
14,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(2588, 2648)","(144115, 144175)","(125782, 125842)",0
15,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(93993, 94053)","(186038, 186098)","(9454, 9514)",0
16,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(5216, 5276)","(140076, 140136)","(144516, 144576)",0
17,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(88541, 88601)","(200168, 200228)","(140127, 140187)",0
18,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(154027, 154087)","(98609, 98669)","(94952, 95012)",0
19,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(106564, 106624)","(89665, 89725)","(200566, 200626)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(118832, 118892)","(67003, 67063)","(113966, 114026)",0
1,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(5069, 5129)","(141405, 141465)","(95873, 95933)",2
2,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(88406, 88466)","(133585, 133645)","(202069, 202129)",0
3,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(139280, 139340)","(113921, 113981)","(98566, 98626)",0
4,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(105906, 105966)","(144255, 144315)","(121982, 122042)",0
5,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(206936, 206996)","(202989, 203049)","(717, 777)",0
6,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(211759, 211819)","(77231, 77291)","(6212, 6272)",0
7,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(155848, 155908)","(191712, 191772)","(1384, 1444)",0
8,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(139050, 139110)","(191754, 191814)","(4898, 4958)",0
9,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(133586, 133646)","(1116, 1176)","(153036, 153096)",2
10,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(5845, 5905)","(125717, 125777)","(153746, 153806)",0
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(91056, 91116)","(5608, 5668)","(151454, 151514)",0
1,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(155678, 155738)","(88260, 88320)","(7753, 7813)",0
2,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(2701, 2761)","(210052, 210112)","(143173, 143233)",0
3,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(113545, 113605)","(144216, 144276)","(201459, 201519)",0
4,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(144321, 144381)","(3346, 3406)","(83196, 83256)",0
5,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(90881, 90941)","(85611, 85671)","(144000, 144060)",0
6,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(6591, 6651)","(88593, 88653)","(179, 239)",0
7,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(82750, 82810)","(211531, 211591)","(91059, 91119)",0
8,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(157486, 157546)","(7537, 7597)","(6726, 6786)",2
,video_file,anchor,sample1,sample2,selected
0,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(118844, 118904)","(5041, 5101)","(6241, 6301)",0
1,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(6498, 6558)","(99337, 99397)","(16018, 16078)",0
2,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(7679, 7739)","(79352, 79412)","(200107, 200167)",0
3,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(201688, 201748)","(282114, 282174)","(150866, 150926)",0
4,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(142053, 142113)","(145089, 145149)","(144557, 144617)",0
5,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(86932, 86992)","(2314, 2374)","(132525, 132585)",0
6,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(761, 821)","(144405, 144465)","(4953, 5013)",0
7,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(2328, 2388)","(200696, 200756)","(200550, 200610)",0
8,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(190589, 190649)","(123965, 124025)","(201206, 201266)",0
9,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(125352, 125412)","(94827, 94887)","(153030, 153090)",2
10,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(144175, 144235)","(139196, 139256)","(67516, 67576)",0
11,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(139174, 139234)","(88490, 88550)","(155677, 155737)",0
12,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(191542, 191602)","(201831, 201891)","(9539, 9599)",0
13,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(13817, 13877)","(3272, 3332)","(93982, 94042)",0
14,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(113635, 113695)","(211573, 211633)","(140236, 140296)",0
15,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(191818, 191878)","(122500, 122560)","(125955, 126015)",0
16,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(6205, 6265)","(151562, 151622)","(190183, 190243)",0
17,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(646, 706)","(88245, 88305)","(133526, 133586)",0
18,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(91001, 91061)","(191006, 191066)","(144684, 144744)",0
19,/mnt/Storage1/Data/K7/2020-08-06/Down/0039.MP4,"(125437, 125497)","(151496, 151556)","(134941, 135001)",0
